word,spam_count,ham_count,total,spam_ratio
lavorato,0,586,586,0.0
previous,191,487,678,0.282
weather,44,975,1019,0.043
upcoming,73,207,280,0.261
shiiip,60,0,60,1.0
athletic,59,3,62,0.952
shots,27,24,51,0.529
wynne,0,217,217,0.0
megawatt,3,114,117,0.026
concern,365,603,968,0.377
ensure,299,705,1004,0.298
edison,15,642,657,0.023
helo,123,0,123,1.0
usually,119,165,284,0.419
adding,86,223,309,0.278
speak,139,433,572,0.243
modest,25,48,73,0.342
village,53,13,66,0.803
canada,777,786,1563,0.497
carol,13,394,407,0.032
extent,40,202,242,0.165
caught,77,71,148,0.52
story,350,290,640,0.547
wade,12,118,130,0.092
incremental,4,155,159,0.025
distance,106,59,165,0.642
looking,3246,1225,4471,0.726
room,141,783,924,0.153
pam,30,101,131,0.229
unsecured,76,253,329,0.231
deadlines,5,58,63,0.079
image,536,220,756,0.709
construed,492,64,556,0.885
boards,32,76,108,0.296
hear,286,445,731,0.391
except,105,253,358,0.293
maximum,234,168,402,0.582
famiiiar,107,0,107,1.0
faxed,4,64,68,0.059
gordon,21,148,169,0.124
heartwarmers,85,0,85,1.0
decline,65,299,364,0.179
aol,166,607,773,0.215
switzerland,59,32,91,0.648
community,323,305,628,0.514
month,1266,2492,3758,0.337
considerably,10,50,60,0.167
passwords,40,46,86,0.465
flows,12,288,300,0.04
jun,116,120,236,0.492
aerofoam,209,0,209,1.0
valid,232,216,448,0.518
safe,851,121,972,0.876
stewart,16,142,158,0.101
longest,62,12,74,0.838
physicians,130,2,132,0.985
unsuccessful,86,11,97,0.887
anytime,243,61,304,0.799
maureen,11,315,326,0.034
smoke,115,17,132,0.871
handed,38,45,83,0.458
sap,11,577,588,0.019
publish,37,70,107,0.346
ton,60,25,85,0.706
aircraft,33,68,101,0.327
raised,64,336,400,0.16
borland,157,2,159,0.987
jenny,17,132,149,0.114
records,420,267,687,0.611
kelly,29,224,253,0.115
durable,64,10,74,0.865
svcs,16,71,87,0.184
mar,124,216,340,0.365
dig,35,27,62,0.565
total,1521,1723,3244,0.469
comprise,31,28,59,0.525
phd,96,125,221,0.434
hoc,5,57,62,0.081
unchanged,0,73,73,0.0
searching,122,27,149,0.819
awarded,137,671,808,0.17
initiatives,22,119,141,0.156
pubiisher,344,0,344,1.0
driven,66,121,187,0.353
texas,262,2074,2336,0.112
builds,27,29,56,0.482
presto,6,335,341,0.018
lodged,53,2,55,0.964
dissemination,113,57,170,0.665
eiectricity,66,0,66,1.0
pricing,162,1026,1188,0.136
hidden,125,28,153,0.817
november,160,1604,1764,0.091
calme,0,79,79,0.0
fred,43,414,457,0.094
corresponding,22,91,113,0.195
primarily,92,190,282,0.326
alpha,44,17,61,0.721
fundamentals,21,197,218,0.096
hiring,26,144,170,0.153
modelling,2,141,143,0.014
nic,70,7,77,0.909
sel,136,4,140,0.971
sept,17,547,564,0.03
bag,71,104,175,0.406
completed,446,1139,1585,0.281
listinfo,135,0,135,1.0
ioqo,99,0,99,1.0
ami,11,409,420,0.026
ride,61,102,163,0.374
spikes,8,96,104,0.077
analysts,97,1489,1586,0.061
quicker,82,26,108,0.759
changed,134,638,772,0.174
answer,338,562,900,0.376
cap,371,257,628,0.591
excellence,13,80,93,0.14
cpuc,0,224,224,0.0
unix,17,46,63,0.27
indication,17,85,102,0.167
portfolio,311,647,958,0.325
profiie,170,0,170,1.0
harry,63,136,199,0.317
frequently,30,74,104,0.288
ideas,142,354,496,0.286
hedstrom,0,99,99,0.0
campus,14,205,219,0.064
arge,67,0,67,1.0
compare,257,74,331,0.776
appreciated,69,222,291,0.237
demands,59,79,138,0.428
leader,289,235,524,0.552
mmbtus,0,81,81,0.0
coleman,27,69,96,0.281
needles,1,81,82,0.012
politics,55,50,105,0.524
loves,87,7,94,0.926
eye,204,90,294,0.694
corman,0,50,50,0.0
rival,16,414,430,0.037
computational,19,50,69,0.275
evaluated,15,49,64,0.234
dealing,52,146,198,0.263
rocky,9,54,63,0.143
reduces,47,29,76,0.618
click,3849,874,4723,0.815
box,702,372,1074,0.654
saudi,20,54,74,0.27
link,1805,535,2340,0.771
fortunes,50,34,84,0.595
stick,52,56,108,0.481
dont,171,41,212,0.807
placed,366,338,704,0.52
reader,115,76,191,0.602
despite,34,336,370,0.092
reflected,13,104,117,0.111
raw,142,22,164,0.866
janet,15,401,416,0.036
tramadol,86,0,86,1.0
btu,13,94,107,0.121
upon,720,611,1331,0.541
worid,143,0,143,1.0
rockies,4,68,72,0.056
uauthorize,101,0,101,1.0
something,512,845,1357,0.377
days,1806,2008,3814,0.474
propecia,95,0,95,1.0
legal,807,1208,2015,0.4
rather,167,541,708,0.236
describe,98,71,169,0.58
severance,4,168,172,0.023
jordan,22,290,312,0.071
rebate,21,35,56,0.375
ver,173,4,177,0.977
assign,27,178,205,0.132
donated,29,23,52,0.558
disbursement,50,4,54,0.926
promotion,394,260,654,0.602
walker,26,157,183,0.142
operators,50,74,124,0.403
shows,144,351,495,0.291
pdx,0,248,248,0.0
purchasing,100,216,316,0.316
ring,75,83,158,0.475
connection,304,185,489,0.622
dreamwaver,126,0,126,1.0
wisconsin,14,37,51,0.275
hier,71,0,71,1.0
opt,435,37,472,0.922
couple,110,547,657,0.167
irvin,11,53,64,0.172
outlines,3,49,52,0.058
chevron,24,142,166,0.145
duffie,0,102,102,0.0
throughput,8,111,119,0.067
hydro,14,211,225,0.062
aucoin,0,71,71,0.0
equal,86,117,203,0.424
tom,59,945,1004,0.059
dlrs,0,150,150,0.0
external,164,219,383,0.428
medium,151,50,201,0.751
transmitted,29,57,86,0.337
jpg,128,61,189,0.677
workshop,52,203,255,0.204
contribution,47,230,277,0.17
involving,183,188,371,0.493
trtd,61,0,61,1.0
iraqi,56,24,80,0.7
structuring,60,251,311,0.193
traveling,57,71,128,0.445
legislature,7,190,197,0.036
arms,90,19,109,0.826
investigated,38,43,81,0.469
artists,132,6,138,0.957
submit,541,346,887,0.61
involve,850,147,997,0.853
primary,128,411,539,0.237
dallas,64,217,281,0.228
castillo,119,8,127,0.937
marriage,51,22,73,0.699
pserc,0,69,69,0.0
mack,2,278,280,0.007
likewise,29,32,61,0.475
hole,46,40,86,0.535
confirmed,71,477,548,0.13
boulevard,50,3,53,0.943
supports,49,107,156,0.314
delray,60,0,60,1.0
sense,114,346,460,0.248
finalizing,10,57,67,0.149
sua,61,0,61,1.0
oprah,47,56,103,0.456
bruce,58,284,342,0.17
wealthy,50,8,58,0.862
idaho,40,10,50,0.8
homeowner,124,0,124,1.0
dyer,17,43,60,0.283
make,3717,3360,7077,0.525
constitutes,325,18,343,0.948
construct,21,49,70,0.3
homesite,101,0,101,1.0
gentle,66,21,87,0.759
cantekin,0,86,86,0.0
consumer,282,288,570,0.495
soaring,83,54,137,0.606
sciences,36,20,56,0.643
brink,17,52,69,0.246
conclusion,209,71,280,0.746
reward,102,71,173,0.59
august,211,1660,1871,0.113
treat,175,56,231,0.758
mtr,3,60,63,0.048
courtesy,24,30,54,0.444
ultimate,96,49,145,0.662
smtp,220,89,309,0.712
alliance,72,201,273,0.264
introduce,234,136,370,0.632
bottles,68,2,70,0.971
legitimate,146,13,159,0.918
restriction,27,29,56,0.482
saave,234,0,234,1.0
jafry,0,112,112,0.0
affected,37,182,219,0.169
cooi,61,0,61,1.0
cyprus,17,36,53,0.321
suggesting,5,62,67,0.075
networking,53,69,122,0.434
luce,0,170,170,0.0
expiode,103,0,103,1.0
pet,130,6,136,0.956
enlarge,93,6,99,0.939
forcing,8,61,69,0.116
littie,88,0,88,1.0
sixty,46,7,53,0.868
tough,38,100,138,0.275
utf,370,0,370,1.0
cwtd,116,0,116,1.0
erectile,200,0,200,1.0
ingredient,153,2,155,0.987
moon,35,24,59,0.593
requires,273,256,529,0.516
dependent,28,111,139,0.201
associates,197,577,774,0.255
remained,65,122,187,0.348
wells,177,142,319,0.555
verge,292,15,307,0.951
extremely,219,245,464,0.472
skill,42,73,115,0.365
entergy,0,96,96,0.0
laboratory,49,16,65,0.754
assumption,19,91,110,0.173
invoices,5,197,202,0.025
strike,71,107,178,0.399
clark,37,138,175,0.211
lloyd,13,466,479,0.027
accord,41,35,76,0.539
paris,52,85,137,0.38
last,1382,4417,5799,0.238
label,68,19,87,0.782
landscape,67,19,86,0.779
dozens,27,37,64,0.422
jesse,24,90,114,0.211
shortages,8,59,67,0.119
terrible,37,27,64,0.578
ready,929,460,1389,0.669
obligation,183,199,382,0.479
cigarette,64,2,66,0.97
judge,195,258,453,0.43
attempting,11,108,119,0.092
abdominal,51,0,51,1.0
reception,20,136,156,0.128
mktg,0,69,69,0.0
reported,96,1092,1188,0.081
megan,4,325,329,0.012
substantially,34,101,135,0.252
blame,8,75,83,0.096
influential,49,23,72,0.681
thermal,33,67,100,0.33
afternoon,63,842,905,0.07
wet,60,10,70,0.857
engines,483,12,495,0.976
priice,74,0,74,1.0
restructure,12,80,92,0.13
ends,60,96,156,0.385
wang,36,65,101,0.356
recognize,17,109,126,0.135
assumes,22,44,66,0.333
topics,36,239,275,0.131
lotus,10,128,138,0.072
process,1110,2455,3565,0.311
spencer,10,55,65,0.154
limitation,75,7,82,0.915
paypal,554,0,554,1.0
krapels,0,62,62,0.0
additional,857,1863,2720,0.315
commodities,42,374,416,0.101
creative,699,49,748,0.934
clalis,61,0,61,1.0
thursday,201,2256,2457,0.082
periodically,37,30,67,0.552
sad,29,21,50,0.58
priorities,5,83,88,0.057
protects,60,6,66,0.909
discuss,130,1654,1784,0.073
instruments,60,156,216,0.278
wisdom,101,14,115,0.878
consider,290,460,750,0.387
usage,186,125,311,0.598
browser,413,96,509,0.811
substance,33,24,57,0.579
remarks,19,32,51,0.373
brochure,20,112,132,0.152
mentions,1,150,151,0.007
dental,47,23,70,0.671
included,414,750,1164,0.356
pushing,16,84,100,0.16
excluded,54,38,92,0.587
allocation,15,433,448,0.033
repair,48,56,104,0.462
completes,20,58,78,0.256
todo,111,2,113,0.982
operates,125,109,234,0.534
customers,1454,1479,2933,0.496
precious,67,29,96,0.698
mexico,67,352,419,0.16
force,183,366,549,0.333
vincent,18,223,241,0.075
firstcall,47,4,51,0.922
desks,0,156,156,0.0
joy,51,24,75,0.68
stretch,42,50,92,0.457
avon,11,96,107,0.103
turnkey,42,8,50,0.84
mensagem,60,0,60,1.0
ata,62,1,63,0.984
followed,127,202,329,0.386
externally,32,22,54,0.593
replying,28,27,55,0.509
rebecca,23,276,299,0.077
submitting,167,52,219,0.763
working,638,2015,2653,0.24
large,595,894,1489,0.4
returned,324,145,469,0.691
operate,228,188,416,0.548
sus,113,4,117,0.966
directly,434,586,1020,0.425
optimization,19,141,160,0.119
othe,74,3,77,0.961
sally,18,1443,1461,0.012
accounted,2,85,87,0.023
nine,129,197,326,0.396
excited,56,129,185,0.303
routing,21,38,59,0.356
fits,46,59,105,0.438
ammunition,45,10,55,0.818
legislation,202,131,333,0.607
opportunity,859,1026,1885,0.456
boas,1,92,93,0.011
establish,122,179,301,0.405
handle,181,321,502,0.361
signature,102,107,209,0.488
fifty,170,36,206,0.825
region,306,411,717,0.427
incorrectly,4,55,59,0.068
suggest,122,347,469,0.26
lal,24,53,77,0.312
dual,74,55,129,0.574
positive,615,362,977,0.629
apple,164,6,170,0.965
actually,200,440,640,0.312
con,687,20,707,0.972
intended,422,728,1150,0.367
statistical,4,94,98,0.041
crew,47,25,72,0.653
lagrasta,0,105,105,0.0
porn,238,1,239,0.996
ballot,313,42,355,0.882
jennifer,39,362,401,0.097
olsen,7,75,82,0.085
virus,131,25,156,0.84
misleading,203,46,249,0.815
isda,0,50,50,0.0
subsidiary,247,210,457,0.54
able,797,1521,2318,0.344
hotmail,147,221,368,0.399
maintains,16,62,78,0.205
analytical,5,68,73,0.068
volume,361,1508,1869,0.193
debacle,34,47,81,0.42
apc,185,1,186,0.995
effective,756,1011,1767,0.428
fourteen,59,22,81,0.728
third,948,1447,2395,0.396
wants,194,497,691,0.281
marilyn,15,37,52,0.288
useful,71,230,301,0.236
murray,1,89,90,0.011
voip,1013,0,1013,1.0
ticket,419,690,1109,0.378
rating,121,1791,1912,0.063
accept,339,345,684,0.496
compromise,29,42,71,0.408
meter,25,2519,2544,0.01
surplus,15,58,73,0.205
evaluating,15,91,106,0.142
overnight,237,57,294,0.806
recorded,57,157,214,0.266
crunch,23,90,113,0.204
subject,2017,12093,14110,0.143
deluxe,53,0,53,1.0
laura,23,507,530,0.043
shijie,0,53,53,0.0
rate,987,1729,2716,0.363
represent,558,189,747,0.747
xpress,54,14,68,0.794
mobile,938,182,1120,0.838
vaiue,161,0,161,1.0
delphi,81,19,100,0.81
aggregation,5,64,69,0.072
sometime,14,198,212,0.066
emerge,41,54,95,0.432
switch,28,124,152,0.184
hazardous,65,2,67,0.97
machines,75,84,159,0.472
invite,75,285,360,0.208
softtabs,119,0,119,1.0
doors,38,21,59,0.644
objectives,552,156,708,0.78
pills,1865,0,1865,1.0
inputs,7,82,89,0.079
charset,436,24,460,0.948
movado,61,0,61,1.0
transform,24,26,50,0.48
decisions,107,262,369,0.29
schools,69,90,159,0.434
lex,23,65,88,0.261
confiscated,82,0,82,1.0
iot,68,0,68,1.0
reduce,212,396,608,0.349
glad,135,307,442,0.305
entire,485,364,849,0.571
perceived,63,33,96,0.656
lorna,0,81,81,0.0
experiences,39,70,109,0.358
saturday,52,632,684,0.076
susan,39,833,872,0.045
announce,175,267,442,0.396
congratulating,1,117,118,0.008
purchaser,8,53,61,0.131
craig,51,216,267,0.191
gained,52,162,214,0.243
version,656,895,1551,0.423
helen,14,59,73,0.192
cutting,120,159,279,0.43
shail,75,0,75,1.0
flash,326,116,442,0.738
license,134,284,418,0.321
clearing,19,143,162,0.117
clair,3,99,102,0.029
lose,915,250,1165,0.785
drops,43,66,109,0.394
generating,162,263,425,0.381
doug,28,217,245,0.114
timelines,0,64,64,0.0
forming,33,58,91,0.363
atlantic,33,72,105,0.314
highs,30,30,60,0.5
ehronline,0,104,104,0.0
cheers,25,82,107,0.234
sokolov,0,93,93,0.0
egypt,49,6,55,0.891
permanent,251,94,345,0.728
investors,1109,2426,3535,0.314
liabilities,9,210,219,0.041
marketwatch,14,51,65,0.215
abbott,15,37,52,0.288
oneok,0,75,75,0.0
offerings,76,47,123,0.618
replicas,181,0,181,1.0
drilling,143,109,252,0.567
piaget,64,0,64,1.0
eat,103,46,149,0.691
barrister,77,1,78,0.987
ashley,21,99,120,0.175
greg,21,988,1009,0.021
prevent,95,145,240,0.396
producers,121,240,361,0.335
definition,64,102,166,0.386
invest,571,145,716,0.797
sysiync,129,0,129,1.0
intercompany,2,64,66,0.03
nominated,103,135,238,0.433
biliion,77,0,77,1.0
betsy,15,51,66,0.227
hesco,0,87,87,0.0
christopher,40,445,485,0.082
mtnu,55,0,55,1.0
bln,0,191,191,0.0
eml,3,55,58,0.052
wallis,3,58,61,0.049
wear,77,28,105,0.733
furnish,83,16,99,0.838
ast,136,0,136,1.0
challenges,28,159,187,0.15
optimum,45,5,50,0.9
cast,57,50,107,0.533
exclusive,414,62,476,0.87
homepage,36,22,58,0.621
armstrong,26,71,97,0.268
points,59,876,935,0.063
ties,38,99,137,0.277
ages,49,14,63,0.778
interviewed,5,99,104,0.048
speculation,8,119,127,0.063
timothy,8,79,87,0.092
consultant,128,150,278,0.46
waste,312,88,400,0.78
detect,82,20,102,0.804
albany,15,62,77,0.195
miss,322,147,469,0.687
telecommunications,113,140,253,0.447
edwards,22,98,120,0.183
embarrassment,76,11,87,0.874
presents,65,48,113,0.575
www,5410,2346,7756,0.698
enabled,61,27,88,0.693
pgp,61,4,65,0.938
engr,77,10,87,0.885
controversial,47,101,148,0.318
borrowed,1,65,66,0.015
ffffffstrongfont,62,0,62,1.0
previously,135,478,613,0.22
portable,109,9,118,0.924
soiutions,164,0,164,1.0
malaysia,46,15,61,0.754
disclaimer,204,25,229,0.891
tara,8,85,93,0.086
subscriber,94,28,122,0.77
variety,281,123,404,0.696
constructed,33,38,71,0.465
acrobat,412,33,445,0.926
nicholas,6,47,53,0.113
aiert,93,0,93,1.0
receipts,4,97,101,0.04
calculations,4,104,108,0.037
reservoir,35,25,60,0.583
atianta,50,0,50,1.0
michigan,28,73,101,0.277
rod,22,61,83,0.265
hplnl,0,122,122,0.0
rakesh,0,66,66,0.0
richardson,11,101,112,0.098
body,721,67,788,0.915
profile,728,282,1010,0.721
que,805,6,811,0.993
guys,169,543,712,0.237
speedy,52,15,67,0.776
cow,74,22,96,0.771
workspace,37,23,60,0.617
facility,101,478,579,0.174
ate,60,13,73,0.822
exports,79,43,122,0.648
deveioping,77,0,77,1.0
attached,415,3944,4359,0.095
move,865,1380,2245,0.385
frequency,68,66,134,0.507
conditions,417,416,833,0.501
notice,1329,837,2166,0.614
square,111,140,251,0.442
offs,4,104,108,0.037
assigned,36,180,216,0.167
cotton,33,150,183,0.18
commercialization,64,18,82,0.78
bank,2222,1215,3437,0.646
clients,390,292,682,0.572
tokyo,8,96,104,0.077
empty,46,37,83,0.554
certainty,33,30,63,0.524
span,38,15,53,0.717
trusted,115,13,128,0.898
colors,29,29,58,0.5
endorsed,23,45,68,0.338
invoked,89,25,114,0.781
roster,59,18,77,0.766
licenses,39,66,105,0.371
billy,26,89,115,0.226
xpp,137,0,137,1.0
preference,34,51,85,0.4
programa,62,0,62,1.0
mission,202,124,326,0.62
cinergy,0,98,98,0.0
bill,450,1611,2061,0.218
based,2263,2862,5125,0.442
contrast,28,43,71,0.394
epmi,0,854,854,0.0
imagine,269,64,333,0.808
league,17,43,60,0.283
oregon,45,141,186,0.242
memorandum,12,66,78,0.154
economical,53,4,57,0.93
going,1132,2183,3315,0.341
ooking,808,0,808,1.0
shared,236,112,348,0.678
iwc,86,0,86,1.0
dangerous,59,20,79,0.747
turbines,1,216,217,0.005
act,2535,402,2937,0.863
federal,609,698,1307,0.466
carroll,19,64,83,0.229
buyout,9,200,209,0.043
regulators,3,303,306,0.01
transwestern,0,419,419,0.0
pagan,9,47,56,0.161
son,382,73,455,0.84
department,792,1008,1800,0.44
high,2078,1728,3806,0.546
triggered,9,103,112,0.08
era,32,45,77,0.416
efficiently,51,37,88,0.58
initia,75,0,75,1.0
fortune,240,346,586,0.41
statements,6579,397,6976,0.943
married,130,31,161,0.807
emerson,341,1,342,0.997
indexes,26,41,67,0.388
millionaire,86,12,98,0.878
faithfully,116,3,119,0.975
kathryn,2,100,102,0.02
cob,2,71,73,0.027
camp,35,200,235,0.149
unsubscription,95,0,95,1.0
elite,45,7,52,0.865
ratings,9,814,823,0.011
proposing,3,62,65,0.046
thereby,43,65,108,0.398
reasons,319,286,605,0.527
tentative,7,68,75,0.093
list,2480,2679,5159,0.481
medicines,113,0,113,1.0
collected,42,59,101,0.416
convenience,226,208,434,0.521
eagle,29,23,52,0.558
tammy,4,177,181,0.022
updatel,0,174,174,0.0
cdrw,162,0,162,1.0
thought,354,739,1093,0.324
theater,48,14,62,0.774
coffee,44,71,115,0.383
miami,75,24,99,0.758
linda,30,298,328,0.091
doc,31,1139,1170,0.026
willingness,35,76,111,0.315
expiration,76,106,182,0.418
graduate,37,306,343,0.108
grew,55,82,137,0.401
marginal,8,138,146,0.055
doe,17,38,55,0.309
medz,104,0,104,1.0
parsing,3,692,695,0.004
routine,54,28,82,0.659
customize,69,10,79,0.873
black,266,444,710,0.375
jeanie,2,92,94,0.021
whereby,50,60,110,0.455
hosting,143,60,203,0.704
consistently,33,90,123,0.268
win,299,148,447,0.669
zoloft,68,0,68,1.0
compressor,6,115,121,0.05
marlin,7,177,184,0.038
open,477,1153,1630,0.293
career,121,238,359,0.337
finalize,61,176,237,0.257
went,217,419,636,0.341
fuel,147,701,848,0.173
door,444,135,579,0.767
immune,49,8,57,0.86
gpg,0,93,93,0.0
desmond,31,26,57,0.544
secrets,183,20,203,0.901
brad,17,421,438,0.039
piece,99,155,254,0.39
pig,17,48,65,0.262
hotel,120,475,595,0.202
real,1470,1423,2893,0.508
loyalty,35,20,55,0.636
discloses,135,17,152,0.888
worse,27,122,149,0.181
tables,25,49,74,0.338
imbalance,9,238,247,0.036
requests,121,381,502,0.241
kin,780,10,790,0.987
jackson,36,211,247,0.146
sacramento,11,110,121,0.091
implications,12,148,160,0.075
viewer,9,66,75,0.12
eogi,515,0,515,1.0
glenn,24,74,98,0.245
beta,20,44,64,0.312
katherine,17,224,241,0.071
terrorism,30,73,103,0.291
scholes,0,50,50,0.0
miliions,61,0,61,1.0
hour,340,2000,2340,0.145
per,1912,2775,4687,0.408
benjamin,13,39,52,0.25
thomas,104,611,715,0.145
payments,275,457,732,0.376
merely,31,38,69,0.449
theriot,0,50,50,0.0
autocad,57,1,58,0.983
attachments,18,309,327,0.055
glass,61,65,126,0.484
newsietter,418,0,418,1.0
counterparty,0,637,637,0.0
evergreen,9,69,78,0.115
follows,131,601,732,0.179
lifetime,137,42,179,0.765
gonzalez,18,100,118,0.153
carr,5,103,108,0.046
discounts,212,63,275,0.771
collapsed,2,58,60,0.033
jebel,225,0,225,1.0
edt,44,102,146,0.301
nommensen,0,75,75,0.0
terrie,0,74,74,0.0
auf,80,7,87,0.92
esp,37,13,50,0.74
cia,130,5,135,0.963
anshuman,0,136,136,0.0
golden,78,160,238,0.328
govt,7,59,66,0.106
mic,85,0,85,1.0
understands,447,59,506,0.883
tired,172,13,185,0.93
poland,52,68,120,0.433
commentary,67,110,177,0.379
costly,45,54,99,0.455
surveys,31,46,77,0.403
secure,720,275,995,0.724
negotiating,34,197,231,0.147
electric,103,876,979,0.105
offer,2566,1408,3974,0.646
approximate,33,54,87,0.379
prlces,153,0,153,1.0
projections,1007,69,1076,0.936
hansen,11,114,125,0.088
insurers,3,51,54,0.056
acted,15,59,74,0.203
ryan,17,148,165,0.103
notional,3,92,95,0.032
progress,65,504,569,0.114
shut,30,285,315,0.095
defensive,35,28,63,0.556
reserves,512,212,724,0.707
strengths,4,51,55,0.073
retrieve,22,34,56,0.393
clinton,26,29,55,0.473
verbal,6,46,52,0.115
introductory,55,17,72,0.764
money,5635,1226,6861,0.821
disolve,75,0,75,1.0
surrounding,18,123,141,0.128
possibe,56,1,57,0.982
wysak,728,0,728,1.0
bolivia,24,32,56,0.429
del,447,61,508,0.88
methodology,15,198,213,0.07
mailer,166,46,212,0.783
decided,504,449,953,0.529
melinda,4,66,70,0.057
xms,0,54,54,0.0
optimal,10,49,59,0.169
recommendation,149,191,340,0.438
denne,2,217,219,0.009
unfortunately,114,220,334,0.341
inception,86,78,164,0.524
according,441,1044,1485,0.297
sais,98,11,109,0.899
dow,188,3212,3400,0.055
ways,154,282,436,0.353
ces,67,152,219,0.306
join,426,727,1153,0.369
steadily,17,40,57,0.298
publication,655,121,776,0.844
winfrey,2,65,67,0.03
citigroup,2,363,365,0.005
ignore,64,52,116,0.552
insured,115,23,138,0.833
accumulate,41,30,71,0.577
accordance,130,70,200,0.65
discreet,324,6,330,0.982
even,1720,1547,3267,0.526
description,171,307,478,0.358
thr,289,0,289,1.0
andersen,18,379,397,0.045
interview,59,1349,1408,0.042
failed,206,606,812,0.254
arrange,81,273,354,0.229
turned,150,215,365,0.411
norton,501,15,516,0.971
infinity,42,26,68,0.618
gaps,74,24,98,0.755
teen,140,1,141,0.993
butler,14,39,53,0.264
inkjet,63,0,63,1.0
gcs,0,197,197,0.0
example,263,560,823,0.32
joanne,9,64,73,0.123
possibilities,47,40,87,0.54
strongly,145,135,280,0.518
presentations,37,310,347,0.107
british,105,177,282,0.372
yaman,0,93,93,0.0
call,1144,4555,5699,0.201
foremost,48,7,55,0.873
listening,26,34,60,0.433
tel,712,406,1118,0.637
place,1115,1273,2388,0.467
zones,80,14,94,0.851
appreciation,59,58,117,0.504
ability,582,619,1201,0.485
industrials,9,97,106,0.085
regulated,15,143,158,0.095
shipment,76,46,122,0.623
demand,404,1219,1623,0.249
precise,71,12,83,0.855
dormant,106,3,109,0.972
arial,167,10,177,0.944
urgency,55,31,86,0.64
appetite,95,32,127,0.748
vote,59,234,293,0.201
better,910,1037,1947,0.467
valley,54,238,292,0.185
chinese,287,39,326,0.88
leach,15,74,89,0.169
plaintiff,9,104,113,0.08
american,500,903,1403,0.356
quit,181,86,267,0.678
interconnect,2,219,221,0.009
interactive,110,54,164,0.671
spell,31,28,59,0.525
touch,171,292,463,0.369
joe,47,643,690,0.068
renewabie,67,0,67,1.0
light,241,365,606,0.398
dealings,10,404,414,0.024
heightened,5,46,51,0.098
president,730,2090,2820,0.259
bland,10,52,62,0.161
disappointed,29,50,79,0.367
victim,27,29,56,0.482
mart,29,21,50,0.58
ave,217,20,237,0.916
upenn,0,223,223,0.0
cox,57,117,174,0.328
enlargement,139,2,141,0.986
weiss,10,41,51,0.196
surprise,187,93,280,0.668
sweepstakes,59,7,66,0.894
fantastic,89,24,113,0.788
plain,299,47,346,0.864
attorneys,13,84,97,0.134
stockl,60,0,60,1.0
struck,16,58,74,0.216
live,825,276,1101,0.749
tower,40,88,128,0.312
placement,32,42,74,0.432
wit,323,4,327,0.988
salary,41,218,259,0.158
roxxy,96,0,96,1.0
desiqner,52,0,52,1.0
nrg,7,72,79,0.089
pcg,40,47,87,0.46
audits,12,53,65,0.185
yield,97,207,304,0.319
park,143,288,431,0.332
crisis,89,557,646,0.138
preferences,81,36,117,0.692
oceania,50,0,50,1.0
rock,248,122,370,0.67
benefits,416,405,821,0.507
group,1105,5377,6482,0.17
slim,46,19,65,0.708
reporters,7,91,98,0.071
criticism,8,54,62,0.129
comic,95,4,99,0.96
captain,83,11,94,0.883
level,501,1158,1659,0.302
issuance,9,102,111,0.081
wife,401,101,502,0.799
impressed,21,92,113,0.186
fish,59,15,74,0.797
winning,990,68,1058,0.936
feygin,0,72,72,0.0
srp,0,52,52,0.0
reserved,206,1668,1874,0.11
extreme,150,79,229,0.655
defaults,2,77,79,0.025
feet,474,144,618,0.767
resume,59,1093,1152,0.051
security,2993,686,3679,0.814
connecticut,27,29,56,0.482
diana,19,63,82,0.232
boeing,27,48,75,0.36
ups,89,76,165,0.539
smal,74,0,74,1.0
carolina,80,31,111,0.721
indicating,515,77,592,0.87
prudential,13,167,180,0.072
trusts,0,55,55,0.0
sea,158,62,220,0.718
drew,331,246,577,0.574
shift,18,172,190,0.095
jobs,66,238,304,0.217
constraints,5,91,96,0.052
bit,376,355,731,0.514
bonuses,89,85,174,0.511
borrow,31,80,111,0.279
removing,24,31,55,0.436
urge,191,31,222,0.86
minus,10,111,121,0.083
parameters,2,74,76,0.026
waco,3,106,109,0.028
registration,193,353,546,0.353
heart,344,82,426,0.808
architecture,25,42,67,0.373
confidentiality,392,150,542,0.723
robin,11,86,97,0.113
portion,104,248,352,0.295
exceptions,7,61,68,0.103
etc,507,1005,1512,0.335
substantial,180,202,382,0.471
deletion,40,11,51,0.784
expects,595,334,929,0.64
pierce,2,87,89,0.022
relocation,11,39,50,0.22
melissa,13,585,598,0.022
proxy,66,89,155,0.426
concerns,66,1027,1093,0.06
southeast,16,56,72,0.222
watson,56,660,716,0.078
gift,337,133,470,0.717
alter,55,24,79,0.696
versus,49,150,199,0.246
consecutive,19,43,62,0.306
greater,211,283,494,0.427
gss,1,51,52,0.019
amblen,52,0,52,1.0
financed,11,42,53,0.208
toys,65,18,83,0.783
minister,118,166,284,0.415
sheets,268,135,403,0.665
causes,41,58,99,0.414
meyer,9,63,72,0.125
kirk,18,42,60,0.3
picked,51,96,147,0.347
ray,30,327,357,0.084
recommended,134,194,328,0.409
wild,111,66,177,0.627
things,561,993,1554,0.361
globally,81,32,113,0.717
bradford,17,259,276,0.062
shively,0,140,140,0.0
near,436,519,955,0.457
sued,7,62,69,0.101
general,647,1265,1912,0.338
resort,19,60,79,0.241
secured,224,215,439,0.51
outcome,22,128,150,0.147
